namespace	name	module	kind	signature
spatial_quality	get_vertices	spatial_quality	tool	(ctx: Context, session_id: str='default', link_id: str='') -> dict
spatial_quality	set_coordinates	spatial_quality	tool	(ctx: Context, session_id: str='default', element_type: str='node', element_id: str='', x: float=0.0, y: float=0.0) -> dict
spatial_quality	set_crs	spatial_quality	tool	(ctx: Context, session_id: str='default', crs: str='') -> dict
spatial_quality	set_polygon	spatial_quality	tool	(ctx: Context, session_id: str='default', subcatch_id: str='', polygon: list[list[float]]=[]) -> dict
spatial_quality	set_treatment	spatial_quality	tool	(ctx: Context, session_id: str='default', node_id: str='', pollutant: str='', expression: str='') -> dict
spatial_quality	set_vertices	spatial_quality	tool	(ctx: Context, session_id: str='default', link_id: str='', vertices: list[list[float]]=[]) -> dict
subcatchments	get_coverage	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', landuse_index: int=0) -> dict
subcatchments	get_evap	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_groundwater	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_infil	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_infil_curve_number	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_infil_green_ampt	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_infil_horton	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_infil_model	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_ponded_quality	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', pollutant_index: int=0) -> dict
subcatchments	get_quality	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', pollutant_index: int=0) -> dict
subcatchments	get_quality_bulk	subcatchments	tool	(ctx: Context, session_id: str='default', pollutant_index: int=0) -> dict
subcatchments	get_rainfall	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_runoff	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	get_runoff_bulk	subcatchments	tool	(ctx: Context, session_id: str='default') -> dict
subcatchments	get_snow_depth	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	set_coverage	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', landuse_index: int=0, fraction: float=0.0) -> dict
subcatchments	set_infil_curve_number	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', curve_number: float=0.0) -> dict
subcatchments	set_infil_green_ampt	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', suction: float=0.0, conductivity: float=0.0, initial_deficit: float=0.0) -> dict
subcatchments	set_infil_horton	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', f0: float=0.0, fmin: float=0.0, decay: float=0.0, dry_time: float=0.0) -> dict
subcatchments	set_ponded_quality	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='', pollutant_index: int=0, ponded_mass: float=0.0) -> dict
subcatchments	stat_max_runoff	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	stat_precip	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
subcatchments	stat_runoff_vol	subcatchments	tool	(ctx: Context, session_id: str='default', subcatch_id: str | int='') -> dict
tables	add_curve	tables	tool	(ctx: Context, session_id: str='default', curve_id: str='', curve_type: str='storage', x_values: list[float] | None=None, y_values: list[float] | None=None) -> dict
tables	add_point	tables	tool	(ctx: Context, session_id: str='default', table_id: str | int='', x: float=0.0, y: float=0.0) -> dict
tables	add_timeseries	tables	tool	(ctx: Context, session_id: str='default', ts_id: str='', times: list[float] | None=None, values: list[float] | None=None) -> dict
tables	clear_points	tables	tool	(ctx: Context, session_id: str='default', table_id: str | int='') -> dict
tables	count	tables	tool	(ctx: Context, session_id: str='default') -> dict
tables	get_id	tables	tool	(ctx: Context, session_id: str='default', index: int=0) -> dict
tables	get_index	tables	tool	(ctx: Context, session_id: str='default', table_id: str='') -> dict# 326 entries (317 tools, 9 resources) across 21 modules

tables	get_point	tables	tool	(ctx: Context, session_id: str='default', table_id: str | int='', point_index: int=0) -> dict
tables	get_point_count	tables	tool	(ctx: Context, session_id: str='default', table_id: str | int='') -> dict
tables	get_points	tables	tool	(ctx: Context, session_id: str='default', table_id: str | int='') -> dict
tables	lookup	tables	tool	(ctx: Context, session_id: str='default', table_id: str | int='', x: float=0.0) -> dict
tables	pattern_add	tables	tool	(ctx: Context, session_id: str='default', pattern_id: str='', pattern_type: str='monthly', factors: list[float] | None=None) -> dict
tables	pattern_count	tables	tool	(ctx: Context, session_id: str='default') -> dict
tables	pattern_set_factors	tables	tool	(ctx: Context, session_id: str='default', pattern_index: int=0, factors: list[float] | None=None) -> dict
